"STATISTIC","Statistic","TLIST(D1)","Day","C02199V02655","Sex","UNIT","VALUE"
"RIP02C01","RIP.ie death notices","2021M02D24","2021 February 24","1","Male","Number","52"
"RIP02C01","RIP.ie death notices","2021M02D24","2021 February 24","2","Female","Number","43"
"RIP02C01","RIP.ie death notices","2021M02D25","2021 February 25","-","Both sexes","Number","83"
"RIP02C01","RIP.ie death notices","2021M02D25","2021 February 25","1","Male","Number","50"
"RIP02C01","RIP.ie death notices","2021M02D25","2021 February 25","2","Female","Number","33"
"RIP02C01","RIP.ie death notices","2021M02D26","2021 February 26","-","Both sexes","Number","101"
"RIP02C01","RIP.ie death notices","2021M02D26","2021 February 26","1","Male","Number","50"
"RIP02C01","RIP.ie death notices","2021M02D26","2021 February 26","2","Female","Number","51"
"RIP02C01","RIP.ie death notices","2021M02D27","2021 February 27","-","Both sexes","Number","102"
"RIP02C01","RIP.ie death notices","2021M02D27","2021 February 27","1","Male","Number","57"
"RIP02C01","RIP.ie death notices","2021M02D27","2021 February 27","2","Female","Number","45"
"RIP02C01","RIP.ie death notices","2021M02D28","2021 February 28","-","Both sexes","Number","103"
"RIP02C01","RIP.ie death notices","2021M02D28","2021 February 28","1","Male","Number","44"
"RIP02C01","RIP.ie death notices","2021M02D28","2021 February 28","2","Female","Number","59"
"RIP02C01","RIP.ie death notices","2021M03D01","2021 March 01","-","Both sexes","Number","89"
"RIP02C01","RIP.ie death notices","2021M03D01","2021 March 01","1","Male","Number","48"
"RIP02C01","RIP.ie death notices","2021M03D01","2021 March 01","2","Female","Number","41"
"RIP02C01","RIP.ie death notices","2021M03D02","2021 March 02","-","Both sexes","Number","97"
"RIP02C01","RIP.ie death notices","2021M03D02","2021 March 02","1","Male","Number","51"
"RIP02C01","RIP.ie death notices","2021M03D02","2021 March 02","2","Female","Number","46"
"RIP02C01","RIP.ie death notices","2021M03D03","2021 March 03","-","Both sexes","Number","85"
"RIP02C01","RIP.ie death notices","2021M03D03","2021 March 03","1","Male","Number","51"
"RIP02C01","RIP.ie death notices","2021M03D03","2021 March 03","2","Female","Number","34"
"RIP02C01","RIP.ie death notices","2021M03D04","2021 March 04","-","Both sexes","Number","100"
"RIP02C01","RIP.ie death notices","2021M03D04","2021 March 04","1","Male","Number","49"
"RIP02C01","RIP.ie death notices","2021M03D04","2021 March 04","2","Female","Number","51"
"RIP02C01","RIP.ie death notices","2021M03D05","2021 March 05","-","Both sexes","Number","83"
"RIP02C01","RIP.ie death notices","2021M03D05","2021 March 05","1","Male","Number","36"
"RIP02C01","RIP.ie death notices","2021M03D05","2021 March 05","2","Female","Number","47"
"RIP02C01","RIP.ie death notices","2021M03D06","2021 March 06","-","Both sexes","Number","93"
"RIP02C01","RIP.ie death notices","2021M03D06","2021 March 06","1","Male","Number","55"
"RIP02C01","RIP.ie death notices","2021M03D06","2021 March 06","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2021M03D07","2021 March 07","-","Both sexes","Number","78"
"RIP02C01","RIP.ie death notices","2021M03D07","2021 March 07","1","Male","Number","44"
"RIP02C01","RIP.ie death notices","2021M03D07","2021 March 07","2","Female","Number","34"
"RIP02C01","RIP.ie death notices","2021M03D08","2021 March 08","-","Both sexes","Number","83"
"RIP02C01","RIP.ie death notices","2021M03D08","2021 March 08","1","Male","Number","45"
"RIP02C01","RIP.ie death notices","2021M03D08","2021 March 08","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2021M03D09","2021 March 09","-","Both sexes","Number","100"
"RIP02C01","RIP.ie death notices","2021M03D09","2021 March 09","1","Male","Number","48"
"RIP02C01","RIP.ie death notices","2021M03D09","2021 March 09","2","Female","Number","52"
"RIP02C01","RIP.ie death notices","2021M03D10","2021 March 10","-","Both sexes","Number","79"
"RIP02C01","RIP.ie death notices","2021M03D10","2021 March 10","1","Male","Number","38"
"RIP02C01","RIP.ie death notices","2021M03D10","2021 March 10","2","Female","Number","41"
"RIP02C01","RIP.ie death notices","2021M03D11","2021 March 11","-","Both sexes","Number","78"
"RIP02C01","RIP.ie death notices","2021M03D11","2021 March 11","1","Male","Number","39"
"RIP02C01","RIP.ie death notices","2021M03D11","2021 March 11","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2021M03D12","2021 March 12","-","Both sexes","Number","83"
"RIP02C01","RIP.ie death notices","2021M03D12","2021 March 12","1","Male","Number","37"
"RIP02C01","RIP.ie death notices","2021M03D12","2021 March 12","2","Female","Number","46"
"RIP02C01","RIP.ie death notices","2021M03D13","2021 March 13","-","Both sexes","Number","72"
"RIP02C01","RIP.ie death notices","2021M03D13","2021 March 13","1","Male","Number","38"
"RIP02C01","RIP.ie death notices","2021M03D13","2021 March 13","2","Female","Number","34"
"RIP02C01","RIP.ie death notices","2021M03D14","2021 March 14","-","Both sexes","Number","87"
"RIP02C01","RIP.ie death notices","2021M03D14","2021 March 14","1","Male","Number","44"
"RIP02C01","RIP.ie death notices","2021M03D14","2021 March 14","2","Female","Number","43"
"RIP02C01","RIP.ie death notices","2021M03D15","2021 March 15","-","Both sexes","Number","68"
"RIP02C01","RIP.ie death notices","2021M03D15","2021 March 15","1","Male","Number","41"
"RIP02C01","RIP.ie death notices","2021M03D15","2021 March 15","2","Female","Number","27"
"RIP02C01","RIP.ie death notices","2021M03D16","2021 March 16","-","Both sexes","Number","93"
"RIP02C01","RIP.ie death notices","2021M03D16","2021 March 16","1","Male","Number","48"
"RIP02C01","RIP.ie death notices","2021M03D16","2021 March 16","2","Female","Number","45"
"RIP02C01","RIP.ie death notices","2021M03D17","2021 March 17","-","Both sexes","Number","84"
"RIP02C01","RIP.ie death notices","2021M03D17","2021 March 17","1","Male","Number","49"
"RIP02C01","RIP.ie death notices","2021M03D17","2021 March 17","2","Female","Number","35"
"RIP02C01","RIP.ie death notices","2021M03D18","2021 March 18","-","Both sexes","Number","91"
"RIP02C01","RIP.ie death notices","2021M03D18","2021 March 18","1","Male","Number","46"
"RIP02C01","RIP.ie death notices","2021M03D18","2021 March 18","2","Female","Number","45"
"RIP02C01","RIP.ie death notices","2021M03D19","2021 March 19","-","Both sexes","Number","79"
"RIP02C01","RIP.ie death notices","2021M03D19","2021 March 19","1","Male","Number","47"
"RIP02C01","RIP.ie death notices","2021M03D19","2021 March 19","2","Female","Number","32"
"RIP02C01","RIP.ie death notices","2021M03D20","2021 March 20","-","Both sexes","Number","78"
"RIP02C01","RIP.ie death notices","2021M03D20","2021 March 20","1","Male","Number","42"
"RIP02C01","RIP.ie death notices","2021M03D20","2021 March 20","2","Female","Number","36"
"RIP02C01","RIP.ie death notices","2021M03D21","2021 March 21","-","Both sexes","Number","78"
"RIP02C01","RIP.ie death notices","2021M03D21","2021 March 21","1","Male","Number","41"
"RIP02C01","RIP.ie death notices","2021M03D21","2021 March 21","2","Female","Number","37"
"RIP02C01","RIP.ie death notices","2021M03D22","2021 March 22","-","Both sexes","Number","75"
"RIP02C01","RIP.ie death notices","2021M03D22","2021 March 22","1","Male","Number","39"
"RIP02C01","RIP.ie death notices","2021M03D22","2021 March 22","2","Female","Number","36"
"RIP02C01","RIP.ie death notices","2021M03D23","2021 March 23","-","Both sexes","Number","87"
"RIP02C01","RIP.ie death notices","2021M03D23","2021 March 23","1","Male","Number","47"
"RIP02C01","RIP.ie death notices","2021M03D23","2021 March 23","2","Female","Number","40"
"RIP02C01","RIP.ie death notices","2021M03D24","2021 March 24","-","Both sexes","Number","77"
"RIP02C01","RIP.ie death notices","2021M03D24","2021 March 24","1","Male","Number","41"
"RIP02C01","RIP.ie death notices","2021M03D24","2021 March 24","2","Female","Number","36"
"RIP02C01","RIP.ie death notices","2021M03D25","2021 March 25","-","Both sexes","Number","108"
"RIP02C01","RIP.ie death notices","2021M03D25","2021 March 25","1","Male","Number","48"
"RIP02C01","RIP.ie death notices","2021M03D25","2021 March 25","2","Female","Number","60"
"RIP02C01","RIP.ie death notices","2021M03D26","2021 March 26","-","Both sexes","Number","90"
"RIP02C01","RIP.ie death notices","2021M03D26","2021 March 26","1","Male","Number","47"
"RIP02C01","RIP.ie death notices","2021M03D26","2021 March 26","2","Female","Number","43"
"RIP02C01","RIP.ie death notices","2021M03D27","2021 March 27","-","Both sexes","Number","77"
"RIP02C01","RIP.ie death notices","2021M03D27","2021 March 27","1","Male","Number","41"
"RIP02C01","RIP.ie death notices","2021M03D27","2021 March 27","2","Female","Number","36"
"RIP02C01","RIP.ie death notices","2021M03D28","2021 March 28","-","Both sexes","Number","72"
"RIP02C01","RIP.ie death notices","2021M03D28","2021 March 28","1","Male","Number","42"
"RIP02C01","RIP.ie death notices","2021M03D28","2021 March 28","2","Female","Number","30"
"RIP02C01","RIP.ie death notices","2021M03D29","2021 March 29","-","Both sexes","Number","82"
"RIP02C01","RIP.ie death notices","2021M03D29","2021 March 29","1","Male","Number","44"
"RIP02C01","RIP.ie death notices","2021M03D29","2021 March 29","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2021M03D30","2021 March 30","-","Both sexes","Number","96"
"RIP02C01","RIP.ie death notices","2021M03D30","2021 March 30","1","Male","Number","42"
"RIP02C01","RIP.ie death notices","2021M03D30","2021 March 30","2","Female","Number","54"
"RIP02C01","RIP.ie death notices","2021M03D31","2021 March 31","-","Both sexes","Number","98"
"RIP02C01","RIP.ie death notices","2021M03D31","2021 March 31","1","Male","Number","57"
"RIP02C01","RIP.ie death notices","2021M03D31","2021 March 31","2","Female","Number","41"
"RIP02C01","RIP.ie death notices","2021M04D01","2021 April 01","-","Both sexes","Number","86"
"RIP02C01","RIP.ie death notices","2021M04D01","2021 April 01","1","Male","Number","42"
"RIP02C01","RIP.ie death notices","2021M04D01","2021 April 01","2","Female","Number","44"
"RIP02C01","RIP.ie death notices","2021M04D02","2021 April 02","-","Both sexes","Number","94"
"RIP02C01","RIP.ie death notices","2021M04D02","2021 April 02","1","Male","Number","48"
"RIP02C01","RIP.ie death notices","2021M04D02","2021 April 02","2","Female","Number","46"
"RIP02C01","RIP.ie death notices","2021M04D03","2021 April 03","-","Both sexes","Number","76"
"RIP02C01","RIP.ie death notices","2021M04D03","2021 April 03","1","Male","Number","39"
"RIP02C01","RIP.ie death notices","2021M04D03","2021 April 03","2","Female","Number","37"
"RIP02C01","RIP.ie death notices","2021M04D04","2021 April 04","-","Both sexes","Number","90"
"RIP02C01","RIP.ie death notices","2021M04D04","2021 April 04","1","Male","Number","45"
"RIP02C01","RIP.ie death notices","2021M04D04","2021 April 04","2","Female","Number","45"
"RIP02C01","RIP.ie death notices","2021M04D05","2021 April 05","-","Both sexes","Number","85"
"RIP02C01","RIP.ie death notices","2021M04D05","2021 April 05","1","Male","Number","45"
"RIP02C01","RIP.ie death notices","2021M04D05","2021 April 05","2","Female","Number","40"
"RIP02C01","RIP.ie death notices","2021M04D06","2021 April 06","-","Both sexes","Number","105"
"RIP02C01","RIP.ie death notices","2021M04D06","2021 April 06","1","Male","Number","61"
"RIP02C01","RIP.ie death notices","2021M04D06","2021 April 06","2","Female","Number","44"
"RIP02C01","RIP.ie death notices","2021M04D07","2021 April 07","-","Both sexes","Number","69"
"RIP02C01","RIP.ie death notices","2021M04D07","2021 April 07","1","Male","Number","39"
"RIP02C01","RIP.ie death notices","2021M04D07","2021 April 07","2","Female","Number","30"
"RIP02C01","RIP.ie death notices","2021M04D08","2021 April 08","-","Both sexes","Number","59"
"RIP02C01","RIP.ie death notices","2021M04D08","2021 April 08","1","Male","Number","33"
"RIP02C01","RIP.ie death notices","2021M04D08","2021 April 08","2","Female","Number","26"
"RIP02C01","RIP.ie death notices","2021M04D09","2021 April 09","-","Both sexes","Number","86"
"RIP02C01","RIP.ie death notices","2021M04D09","2021 April 09","1","Male","Number","42"
"RIP02C01","RIP.ie death notices","2021M04D09","2021 April 09","2","Female","Number","44"
"RIP02C01","RIP.ie death notices","2021M04D10","2021 April 10","-","Both sexes","Number","91"
"RIP02C01","RIP.ie death notices","2021M04D10","2021 April 10","1","Male","Number","46"
"RIP02C01","RIP.ie death notices","2021M04D10","2021 April 10","2","Female","Number","45"
"RIP02C01","RIP.ie death notices","2021M04D11","2021 April 11","-","Both sexes","Number","72"
"RIP02C01","RIP.ie death notices","2021M04D11","2021 April 11","1","Male","Number","34"
"RIP02C01","RIP.ie death notices","2021M04D11","2021 April 11","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2021M04D12","2021 April 12","-","Both sexes","Number","82"
"RIP02C01","RIP.ie death notices","2021M04D12","2021 April 12","1","Male","Number","43"
"RIP02C01","RIP.ie death notices","2021M04D12","2021 April 12","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2021M04D13","2021 April 13","-","Both sexes","Number","76"
"RIP02C01","RIP.ie death notices","2021M04D13","2021 April 13","1","Male","Number","42"
"RIP02C01","RIP.ie death notices","2021M04D13","2021 April 13","2","Female","Number","34"
"RIP02C01","RIP.ie death notices","2021M04D14","2021 April 14","-","Both sexes","Number","88"
"RIP02C01","RIP.ie death notices","2021M04D14","2021 April 14","1","Male","Number","46"
"RIP02C01","RIP.ie death notices","2021M04D14","2021 April 14","2","Female","Number","42"
"RIP02C01","RIP.ie death notices","2021M04D15","2021 April 15","-","Both sexes","Number","97"
"RIP02C01","RIP.ie death notices","2021M04D15","2021 April 15","1","Male","Number","50"
"RIP02C01","RIP.ie death notices","2021M04D15","2021 April 15","2","Female","Number","47"
"RIP02C01","RIP.ie death notices","2021M04D16","2021 April 16","-","Both sexes","Number","74"
"RIP02C01","RIP.ie death notices","2021M04D16","2021 April 16","1","Male","Number","41"
"RIP02C01","RIP.ie death notices","2021M04D16","2021 April 16","2","Female","Number","33"
"RIP02C01","RIP.ie death notices","2021M04D17","2021 April 17","-","Both sexes","Number","86"
"RIP02C01","RIP.ie death notices","2021M04D17","2021 April 17","1","Male","Number","43"
"RIP02C01","RIP.ie death notices","2021M04D17","2021 April 17","2","Female","Number","43"
"RIP02C01","RIP.ie death notices","2021M04D18","2021 April 18","-","Both sexes","Number","88"
"RIP02C01","RIP.ie death notices","2021M04D18","2021 April 18","1","Male","Number","44"
"RIP02C01","RIP.ie death notices","2021M04D18","2021 April 18","2","Female","Number","44"
"RIP02C01","RIP.ie death notices","2021M04D19","2021 April 19","-","Both sexes","Number","80"
"RIP02C01","RIP.ie death notices","2021M04D19","2021 April 19","1","Male","Number","42"
"RIP02C01","RIP.ie death notices","2021M04D19","2021 April 19","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2021M04D20","2021 April 20","-","Both sexes","Number","88"
"RIP02C01","RIP.ie death notices","2021M04D20","2021 April 20","1","Male","Number","44"
"RIP02C01","RIP.ie death notices","2021M04D20","2021 April 20","2","Female","Number","44"
"RIP02C01","RIP.ie death notices","2021M04D21","2021 April 21","-","Both sexes","Number","98"
"RIP02C01","RIP.ie death notices","2021M04D21","2021 April 21","1","Male","Number","42"
"RIP02C01","RIP.ie death notices","2021M04D21","2021 April 21","2","Female","Number","56"
"RIP02C01","RIP.ie death notices","2021M04D22","2021 April 22","-","Both sexes","Number","84"
"RIP02C01","RIP.ie death notices","2021M04D22","2021 April 22","1","Male","Number","47"
"RIP02C01","RIP.ie death notices","2021M04D22","2021 April 22","2","Female","Number","37"
"RIP02C01","RIP.ie death notices","2021M04D23","2021 April 23","-","Both sexes","Number","89"
"RIP02C01","RIP.ie death notices","2021M04D23","2021 April 23","1","Male","Number","48"
"RIP02C01","RIP.ie death notices","2021M04D23","2021 April 23","2","Female","Number","41"
"RIP02C01","RIP.ie death notices","2021M04D24","2021 April 24","-","Both sexes","Number","76"
"RIP02C01","RIP.ie death notices","2021M04D24","2021 April 24","1","Male","Number","38"
"RIP02C01","RIP.ie death notices","2021M04D24","2021 April 24","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2021M04D25","2021 April 25","-","Both sexes","Number","74"
"RIP02C01","RIP.ie death notices","2021M04D25","2021 April 25","1","Male","Number","44"
"RIP02C01","RIP.ie death notices","2021M04D25","2021 April 25","2","Female","Number","31"
"RIP02C01","RIP.ie death notices","2021M04D26","2021 April 26","-","Both sexes","Number","98"
"RIP02C01","RIP.ie death notices","2021M04D26","2021 April 26","1","Male","Number","50"
"RIP02C01","RIP.ie death notices","2021M04D26","2021 April 26","2","Female","Number","48"
"RIP02C01","RIP.ie death notices","2021M04D27","2021 April 27","-","Both sexes","Number","93"
"RIP02C01","RIP.ie death notices","2021M04D27","2021 April 27","1","Male","Number","52"
"RIP02C01","RIP.ie death notices","2021M04D27","2021 April 27","2","Female","Number","41"
"RIP02C01","RIP.ie death notices","2021M04D28","2021 April 28","-","Both sexes","Number","75"
"RIP02C01","RIP.ie death notices","2021M04D28","2021 April 28","1","Male","Number","44"
"RIP02C01","RIP.ie death notices","2021M04D28","2021 April 28","2","Female","Number","31"
"RIP02C01","RIP.ie death notices","2021M04D29","2021 April 29","-","Both sexes","Number","90"
"RIP02C01","RIP.ie death notices","2021M04D29","2021 April 29","1","Male","Number","52"
"RIP02C01","RIP.ie death notices","2021M04D29","2021 April 29","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2021M04D30","2021 April 30","-","Both sexes","Number","90"
"RIP02C01","RIP.ie death notices","2021M04D30","2021 April 30","1","Male","Number","53"
"RIP02C01","RIP.ie death notices","2021M04D30","2021 April 30","2","Female","Number","37"
"RIP02C01","RIP.ie death notices","2021M05D01","2021 May 01","-","Both sexes","Number","74"
"RIP02C01","RIP.ie death notices","2021M05D01","2021 May 01","1","Male","Number","46"
"RIP02C01","RIP.ie death notices","2021M05D01","2021 May 01","2","Female","Number","28"
"RIP02C01","RIP.ie death notices","2021M05D02","2021 May 02","-","Both sexes","Number","71"
"RIP02C01","RIP.ie death notices","2021M05D02","2021 May 02","1","Male","Number","32"
"RIP02C01","RIP.ie death notices","2021M05D02","2021 May 02","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2021M05D03","2021 May 03","-","Both sexes","Number","83"
"RIP02C01","RIP.ie death notices","2021M05D03","2021 May 03","1","Male","Number","50"
"RIP02C01","RIP.ie death notices","2021M05D03","2021 May 03","2","Female","Number","33"
"RIP02C01","RIP.ie death notices","2021M05D04","2021 May 04","-","Both sexes","Number","84"
"RIP02C01","RIP.ie death notices","2021M05D04","2021 May 04","1","Male","Number","39"
"RIP02C01","RIP.ie death notices","2021M05D04","2021 May 04","2","Female","Number","45"
"RIP02C01","RIP.ie death notices","2021M05D05","2021 May 05","-","Both sexes","Number","81"
"RIP02C01","RIP.ie death notices","2021M05D05","2021 May 05","1","Male","Number","43"
"RIP02C01","RIP.ie death notices","2021M05D05","2021 May 05","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2021M05D06","2021 May 06","-","Both sexes","Number","96"
"RIP02C01","RIP.ie death notices","2021M05D06","2021 May 06","1","Male","Number","52"
"RIP02C01","RIP.ie death notices","2021M05D06","2021 May 06","2","Female","Number","44"
"RIP02C01","RIP.ie death notices","2021M05D07","2021 May 07","-","Both sexes","Number","98"
"RIP02C01","RIP.ie death notices","2021M05D07","2021 May 07","1","Male","Number","58"
"RIP02C01","RIP.ie death notices","2021M05D07","2021 May 07","2","Female","Number","40"
"RIP02C01","RIP.ie death notices","2021M05D08","2021 May 08","-","Both sexes","Number","98"
"RIP02C01","RIP.ie death notices","2021M05D08","2021 May 08","1","Male","Number","53"
"RIP02C01","RIP.ie death notices","2021M05D08","2021 May 08","2","Female","Number","45"
"RIP02C01","RIP.ie death notices","2021M05D09","2021 May 09","-","Both sexes","Number","90"
"RIP02C01","RIP.ie death notices","2021M05D09","2021 May 09","1","Male","Number","52"
"RIP02C01","RIP.ie death notices","2021M05D09","2021 May 09","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2021M05D10","2021 May 10","-","Both sexes","Number","94"
"RIP02C01","RIP.ie death notices","2021M05D10","2021 May 10","1","Male","Number","52"
"RIP02C01","RIP.ie death notices","2021M05D10","2021 May 10","2","Female","Number","42"
"RIP02C01","RIP.ie death notices","2021M05D11","2021 May 11","-","Both sexes","Number","71"
"RIP02C01","RIP.ie death notices","2021M05D11","2021 May 11","1","Male","Number","32"
"RIP02C01","RIP.ie death notices","2021M05D11","2021 May 11","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2021M05D12","2021 May 12","-","Both sexes","Number","81"
"RIP02C01","RIP.ie death notices","2021M05D12","2021 May 12","1","Male","Number","45"
"RIP02C01","RIP.ie death notices","2021M05D12","2021 May 12","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2021M05D13","2021 May 13","-","Both sexes","Number","98"
"RIP02C01","RIP.ie death notices","2021M05D13","2021 May 13","1","Male","Number","53"
"RIP02C01","RIP.ie death notices","2021M05D13","2021 May 13","2","Female","Number","45"
"RIP02C01","RIP.ie death notices","2021M05D14","2021 May 14","-","Both sexes","Number","85"
"RIP02C01","RIP.ie death notices","2021M05D14","2021 May 14","1","Male","Number","39"
"RIP02C01","RIP.ie death notices","2021M05D14","2021 May 14","2","Female","Number","36"
"RIP02C01","RIP.ie death notices","2021M05D15","2021 May 15","-","Both sexes","Number","90"
"RIP02C01","RIP.ie death notices","2021M05D15","2021 May 15","1","Male","Number","42"
"RIP02C01","RIP.ie death notices","2021M05D15","2021 May 15","2","Female","Number","48"
"RIP02C01","RIP.ie death notices","2021M05D16","2021 May 16","-","Both sexes","Number","74"
"RIP02C01","RIP.ie death notices","2021M05D16","2021 May 16","1","Male","Number","36"
"RIP02C01","RIP.ie death notices","2021M05D16","2021 May 16","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2021M05D17","2021 May 17","-","Both sexes","Number","81"
"RIP02C01","RIP.ie death notices","2021M05D17","2021 May 17","1","Male","Number","46"
"RIP02C01","RIP.ie death notices","2021M05D17","2021 May 17","2","Female","Number","35"
"RIP02C01","RIP.ie death notices","2021M05D18","2021 May 18","-","Both sexes","Number","78"
"RIP02C01","RIP.ie death notices","2021M05D18","2021 May 18","1","Male","Number","35"
"RIP02C01","RIP.ie death notices","2021M05D18","2021 May 18","2","Female","Number","43"
"RIP02C01","RIP.ie death notices","2021M05D19","2021 May 19","-","Both sexes","Number","81"
"RIP02C01","RIP.ie death notices","2021M05D19","2021 May 19","1","Male","Number","40"
"RIP02C01","RIP.ie death notices","2021M05D19","2021 May 19","2","Female","Number","41"
"RIP02C01","RIP.ie death notices","2021M05D20","2021 May 20","-","Both sexes","Number","86"
"RIP02C01","RIP.ie death notices","2021M05D20","2021 May 20","1","Male","Number","47"
"RIP02C01","RIP.ie death notices","2021M05D20","2021 May 20","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2021M05D21","2021 May 21","-","Both sexes","Number","80"
"RIP02C01","RIP.ie death notices","2021M05D21","2021 May 21","1","Male","Number","41"
"RIP02C01","RIP.ie death notices","2021M05D21","2021 May 21","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2021M05D22","2021 May 22","-","Both sexes","Number","72"
"RIP02C01","RIP.ie death notices","2021M05D22","2021 May 22","1","Male","Number","42"
"RIP02C01","RIP.ie death notices","2021M05D22","2021 May 22","2","Female","Number","30"
"RIP02C01","RIP.ie death notices","2021M05D23","2021 May 23","-","Both sexes","Number","84"
"RIP02C01","RIP.ie death notices","2021M05D23","2021 May 23","1","Male","Number","41"
"RIP02C01","RIP.ie death notices","2021M05D23","2021 May 23","2","Female","Number","43"
"RIP02C01","RIP.ie death notices","2021M05D24","2021 May 24","-","Both sexes","Number","89"
"RIP02C01","RIP.ie death notices","2021M05D24","2021 May 24","1","Male","Number","46"
"RIP02C01","RIP.ie death notices","2021M05D24","2021 May 24","2","Female","Number","43"
"RIP02C01","RIP.ie death notices","2021M05D25","2021 May 25","-","Both sexes","Number","73"
"RIP02C01","RIP.ie death notices","2021M05D25","2021 May 25","1","Male","Number","41"
"RIP02C01","RIP.ie death notices","2021M05D25","2021 May 25","2","Female","Number","32"
"RIP02C01","RIP.ie death notices","2021M05D26","2021 May 26","-","Both sexes","Number","87"
"RIP02C01","RIP.ie death notices","2021M05D26","2021 May 26","1","Male","Number","43"
"RIP02C01","RIP.ie death notices","2021M05D26","2021 May 26","2","Female","Number","44"
"RIP02C01","RIP.ie death notices","2021M05D27","2021 May 27","-","Both sexes","Number","93"
"RIP02C01","RIP.ie death notices","2021M05D27","2021 May 27","1","Male","Number","53"
"RIP02C01","RIP.ie death notices","2021M05D27","2021 May 27","2","Female","Number","40"
"RIP02C01","RIP.ie death notices","2021M05D28","2021 May 28","-","Both sexes","Number","92"
"RIP02C01","RIP.ie death notices","2021M05D28","2021 May 28","1","Male","Number","42"
"RIP02C01","RIP.ie death notices","2021M05D28","2021 May 28","2","Female","Number","50"
"RIP02C01","RIP.ie death notices","2021M05D29","2021 May 29","-","Both sexes","Number","86"
"RIP02C01","RIP.ie death notices","2021M05D29","2021 May 29","1","Male","Number","48"
"RIP02C01","RIP.ie death notices","2021M05D29","2021 May 29","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2021M05D30","2021 May 30","-","Both sexes","Number","82"
"RIP02C01","RIP.ie death notices","2021M05D30","2021 May 30","1","Male","Number","42"
"RIP02C01","RIP.ie death notices","2021M05D30","2021 May 30","2","Female","Number","40"
"RIP02C01","RIP.ie death notices","2021M05D31","2021 May 31","-","Both sexes","Number","80"
"RIP02C01","RIP.ie death notices","2021M05D31","2021 May 31","1","Male","Number","43"
"RIP02C01","RIP.ie death notices","2021M05D31","2021 May 31","2","Female","Number","37"
"RIP02C01","RIP.ie death notices","2021M06D01","2021 June 01","-","Both sexes","Number","80"
"RIP02C01","RIP.ie death notices","2021M06D01","2021 June 01","1","Male","Number","40"
"RIP02C01","RIP.ie death notices","2021M06D01","2021 June 01","2","Female","Number","40"
"RIP02C01","RIP.ie death notices","2021M06D02","2021 June 02","-","Both sexes","Number","82"
"RIP02C01","RIP.ie death notices","2021M06D02","2021 June 02","1","Male","Number","43"
"RIP02C01","RIP.ie death notices","2021M06D02","2021 June 02","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2021M06D03","2021 June 03","-","Both sexes","Number","70"
"RIP02C01","RIP.ie death notices","2021M06D03","2021 June 03","1","Male","Number","34"
"RIP02C01","RIP.ie death notices","2021M06D03","2021 June 03","2","Female","Number","36"
"RIP02C01","RIP.ie death notices","2021M06D04","2021 June 04","-","Both sexes","Number","89"
"RIP02C01","RIP.ie death notices","2021M06D04","2021 June 04","1","Male","Number","42"
"RIP02C01","RIP.ie death notices","2021M06D04","2021 June 04","2","Female","Number","47"
"RIP02C01","RIP.ie death notices","2021M06D05","2021 June 05","-","Both sexes","Number","84"
"RIP02C01","RIP.ie death notices","2021M06D05","2021 June 05","1","Male","Number","45"
"RIP02C01","RIP.ie death notices","2021M06D05","2021 June 05","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2021M06D06","2021 June 06","-","Both sexes","Number","82"
"RIP02C01","RIP.ie death notices","2021M06D06","2021 June 06","1","Male","Number","44"
"RIP02C01","RIP.ie death notices","2021M06D06","2021 June 06","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2021M06D07","2021 June 07","-","Both sexes","Number","63"
"RIP02C01","RIP.ie death notices","2021M06D07","2021 June 07","1","Male","Number","38"
"RIP02C01","RIP.ie death notices","2021M06D07","2021 June 07","2","Female","Number","25"
"RIP02C01","RIP.ie death notices","2021M06D08","2021 June 08","-","Both sexes","Number","73"
"RIP02C01","RIP.ie death notices","2021M06D08","2021 June 08","1","Male","Number","38"
"RIP02C01","RIP.ie death notices","2021M06D08","2021 June 08","2","Female","Number","35"
"RIP02C01","RIP.ie death notices","2021M06D09","2021 June 09","-","Both sexes","Number","65"
"RIP02C01","RIP.ie death notices","2021M06D09","2021 June 09","1","Male","Number","32"
"RIP02C01","RIP.ie death notices","2021M06D09","2021 June 09","2","Female","Number","33"
